Fiscal Year,Unique Identifier,Deal Number,Decision,Decision Date,Effective Date,Expiration Date,Brokered,Deal Cancelled,Country,Program,Policy Type,Decision Authority,Primary Export Product NAICS/SIC code,Product Description,Term,Primary Applicant,Primary Lender,Primary Exporter,Primary Exporter City,Primary Exporter State Code,Primary Exporter State Name,Primary Borrower,Primary Source of Repayment (PSOR),Working Capital Delegated Authority,Approved/Declined Amount,Disbursed/Shipped Amount,Undisbursed Exposure Amount,Outstanding Exposure Amount,Small Business Authorized Amount,Woman Owned Authorized Amount,Minority Owned Authorized Amount,Loan Interest Rate,Multiyear Working Capital Extension
2012,08076375XL0001,AP076375XL,Approved,8/3/2012,8/3/2012,6/23/2013,No,No,United States,Working Capital,,Individual Delegated Authority,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment ",Short Term,"Jpmorgan Chase Bank, N.A.","Jpmorgan Chase Bank, N.A.",Ohm International Corporation,Houston,TX,Texas,Ohm International Corporation,Ohm International Corporation,Yes,4500000,4500000,0,0,4500000,0,0,,
2012,08077059XL0001,AP077059XL,Approved,5/24/2012,5/24/2012,3/31/2013,No,No,United States,Working Capital,,Individual Delegated Authority,5088,Transportation Equipment and Supplies - Except Moto,Short Term,Wells Fargo Bank N.A.,Wells Fargo Bank N.A.,Hansair Logistics Inc,Lake Forest,CA,California,Hansair Logistics Inc,Hansair Logistics Inc,Yes,4477500,4477500,0,0,4477500,0,4477500,,
2012,08077066XI0001,AP077066XI,Approved,8/3/2012,8/3/2012,6/29/2013,No,No,United States,Working Capital,,Individual Delegated Authority,424130,Industrial and Personal Service Paper Merchant Wholesalers,Short Term,"Pnc Bank, National Association","Pnc Bank, National Association",Hpe Inc,Cincinnati,OH,Ohio,Hpe Inc,Hpe Inc,Yes,3600000,3600000,0,0,3600000,0,0,,
2012,08077312XJ0001,AP077312XJ,Approved,11/14/2011,11/14/2011,11/1/2012,No,No,United States,Working Capital,,Individual Delegated Authority,423690,Other Electronic Parts and Equipment Merchant Wholesalers,Short Term,Home State Bank National Assn,Home State Bank National Assn,Paltronics Inc,Crystal Lake,IL,Illinois,Paltronics Inc,Paltronics Inc,Yes,3150000,3150000,0,0,3150000,0,0,,
2012,08077545XJ0001,AP077545XJ,Approved,9/25/2012,9/25/2012,8/30/2013,No,No,United States,Working Capital,,Individual Delegated Authority,424510,Grain and Field Bean Merchant Wholesalers,Short Term,Frost National,Frost National,"U.S. Grain & Feed Ingredients, Inc.",San Antonio,TX,Texas,"U.S. Grain & Feed Ingredients, Inc.","U.S. Grain & Feed Ingredients, Inc.",Yes,360000,360000,0,0,360000,0,0,,
2012,08077859XD0002,AP077859XD,Approved,2/10/2012,2/10/2012,12/30/2012,No,No,United States,Working Capital,,Individual Delegated Authority,3691,Storage Batteries,Short Term,"Bank Of America, National Association","Bank Of America, National Association",Trojan Battery Co.,Santa Fe Springs,CA,California,Trojan Battery Co.,Trojan Battery Co.,Yes,9000000,9000000,0,0,0,9000000,0,,
2012,08078093XG0001,AP078093XG,Approved,6/14/2012,6/14/2012,6/1/2013,No,No,United States,Working Capital,,Individual Delegated Authority,334210,Telephone Apparatus Manufacturing,Short Term,Comerica Incorporated,Comerica Bank,Airway Technologies Inc,Hebron,KY,Kentucky,Airway Technologies Inc,Airway Technologies Inc,Yes,4050000,4050000,0,0,4050000,0,0,,
2012,08078194XH0002,AP078194XH,Approved,1/5/2012,1/5/2012,2/4/2012,No,No,United States,Working Capital,,Individual Delegated Authority,5047,Medical - Dental - and Hospital Equipment and Suppli,Short Term,M&T Bank Corporation,M&T Bank Corporation,"Chindex International, Inc.",Bethesda,MD,Maryland,"Chindex International, Inc.","Chindex International, Inc.",Yes,450000,450000,0,0,0,0,0,,
2012,08078194XI0001,AP078194XI,Approved,2/24/2012,2/24/2012,2/3/2013,No,No,United States,Working Capital,,Individual Delegated Authority,5047,Medical - Dental - and Hospital Equipment and Suppli,Short Term,M&T Bank,M&T Bank,Chindex Export Medical Products Llc.,Bethesda,MD,Maryland,Chindex Export Medical Products Llc.,Chindex Export Medical Products Llc.,Yes,450000,450000,0,0,0,0,0,,
2012,08078791XX0009,AP078791XX,Approved,2/29/2012,3/7/2012,4/20/2012,No,No,Morocco,Guarantee,,Board,336411,Aircraft Manufacturing,Long Term,Royal Air Maroc SA,Sumitomo Mitsui Banking Corp,"Boeing Company, The",Renton,WA,Washington,SPC/Royal Air Maroc SA,SPC/Royal Air Maroc SA,,93019356.72,93019356.72,0,0,0,0,0,,
2012,08079530XC0003,AP079530XC,Approved,2/13/2012,2/13/2012,12/30/2012,No,No,United States,Working Capital,,Individual Delegated Authority,2992,Lubricating Oils and Greases,Short Term,"Pnc Bank, National Association","Pnc Bank, National Association",Lubricating Specialties Co.,Pico Rivera,CA,California,Lubricating Specialties Co.,Lubricating Specialties Co.,Yes,9000000,9000000,0,0,9000000,0,0,,
2012,08079756XI0001,AP079756XI,Approved,7/10/2012,6/19/2012,6/7/2016,No,No,United States,Working Capital,,Individual Delegated Authority,3563,Air and Gas Compressors,Short Term,"Zions Bancorporation, National Association","Zions Bancorporation, National Association","Neuman & Esser USA, Inc",Katy,TX,Texas,"Neuman & Esser USA, Inc","Neuman & Esser USA, Inc",Yes,7380000,7380000,0,0,7380000,0,0,,
2012,08080001XJ0002,AP080001XJ,Approved,6/12/2012,6/12/2012,9/30/2012,No,No,United States,Working Capital,,Individual Delegated Authority,3829,Measuring and Controlling Devices - NEC,Short Term,"Td Bank, Na","Td Bank, Na","Matec Instrument Companies, Inc.",Northborough,MA,Massachusetts,"Matec Instrument Companies, Inc.","Matec Instrument Companies, Inc.",Yes,675000,675000,0,0,675000,0,0,,
2012,08080070XH0001,AP080070XH,Approved,4/30/2012,4/30/2012,4/1/2013,No,No,United States,Working Capital,,Individual Delegated Authority,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industri,Short Term,Regions Bank,Regions Bank,Novelaire Technologies Llc,Baton Rouge,LA,Louisiana,Novelaire Technologies Llc,Novelaire Technologies Llc,Yes,540000,540000,0,0,540000,0,0,,
2012,08080252XF0001,AP080252XF,Approved,12/14/2011,12/14/2011,11/29/2012,No,No,United States,Working Capital,,Individual Delegated Authority,3498,Fabricated Pipe and Pipe Fittings,Short Term,"Jpmorgan Chase Bank, N.A.","Jpmorgan Chase Bank, N.A.",Rilco Manufacturing Company,Houston,TX,Texas,Rilco Manufacturing Company,Rilco Manufacturing Company,Yes,2700000,2700000,0,0,2700000,0,0,,
2012,08080295XG0001,AP080295XG,Approved,12/15/2011,12/15/2011,11/15/2012,No,No,United States,Working Capital,,Individual Delegated Authority,3823,Industrial Instruments for Measurement - Display -,Short Term,Bank Of America Na,Bank Of America Na,"Membrane Technology & Research, Inc.",Menlo Park,CA,California,"Membrane Technology & Research, Inc.","Membrane Technology & Research, Inc.",Yes,4500000,4500000,0,0,4500000,0,0,,
2012,08080591XH0001,AP080591XH,Approved,6/7/2012,6/7/2012,3/30/2013,No,No,United States,Working Capital,,Individual Delegated Authority,424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",Short Term,"Pnc Bank, National Association","Pnc Bank, National Association","R & M International Sales Corp, Inc.",Fort Washington,PA,Pennsylvania,"R & M International Sales Corp, Inc.","R & M International Sales Corp, Inc.",Yes,855000,855000,0,0,855000,855000,0,,
2012,08080622XC0001,AP080622XC,Approved,4/25/2012,4/25/2012,3/29/2013,No,No,United States,Working Capital,,Individual Delegated Authority,5191,Farm Supplies,Short Term,"Wells Fargo Bank, N.A.",Wells Fargo Capital Finance,"Agmotion, Inc.",Minneapolis,MN,Minnesota,"Agmotion, Inc.","Agmotion, Inc.",Yes,2700000,2700000,0,0,2700000,0,0,,
2012,08080823XH0001,AP080823XH,Approved,8/24/2012,8/24/2012,8/29/2013,No,No,United States,Working Capital,,Individual Delegated Authority,5111,Printing and Writing Paper,Short Term,Bank Leumi Usa,Bank Leumi Usa,Morgan Price & Co Inc,Miramar,FL,Florida,Morgan Price & Co Inc,Morgan Price & Co Inc,Yes,4491000,4491000,0,0,4491000,0,4491000,,
2012,08080850XG0001,AP080850XG,Approved,1/9/2012,1/9/2012,11/7/2012,No,No,United States,Working Capital,,Individual Delegated Authority,339115,Ophthalmic Goods Manufacturing,Short Term,Gbc International Bank,Gbc International Bank,"Medennium, Inc.",Irvine,CA,California,"Medennium, Inc.","Medennium, Inc.",Yes,855000,855000,0,0,855000,0,0,,
2012,08080884XF0001,AP080884XF,Approved,10/31/2011,10/31/2011,9/28/2012,No,No,United States,Working Capital,,Individual Delegated Authority,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industri,Short Term,Gbc International Bank,Gbc International Bank,Mee Industries Inc.,Irwindale,CA,California,Mee Industries Inc.,Mee Industries Inc.,Yes,1350000,1350000,0,0,1350000,0,0,,
2012,08080892XC0002,AP080892XC,Approved,10/6/2011,10/6/2011,6/29/2013,No,No,United States,Working Capital,,Individual Delegated Authority,5099,Durable Goods - NEC,Short Term,"Pnc Bank, National Association","Pnc Bank, National Association",Cd Listening Bar Inc,Irvine,CA,California,Cd Listening Bar Inc,Cd Listening Bar Inc,Yes,900000,900000,0,0,0,0,0,,
2012,08080892XC0003,AP080892XC,Approved,4/23/2012,4/23/2012,6/29/2013,No,No,United States,Working Capital,,Individual Delegated Authority,5099,Durable Goods - NEC,Short Term,"Pnc Bank, National Association","Pnc Bank, National Association",Cd Listening Bar Inc,Irvine,CA,California,Cd Listening Bar Inc,Cd Listening Bar Inc,Yes,0,0,0,0,0,0,0,,
2012,08080892XD0001,AP080892XD,Approved,7/18/2012,7/18/2012,6/29/2013,No,No,United States,Working Capital,,Individual Delegated Authority,5099,Durable Goods - NEC,Short Term,"Pnc Bank, N.a.","Pnc Bank, N.a.",Cd Listening Bar Inc,Irvine,CA,California,Cd Listening Bar Inc,Cd Listening Bar Inc,Yes,7200000,7200000,0,0,0,0,0,,
2012,08081100XD0005,AP081100XD,Approved,1/18/2012,1/18/2012,6/30/2012,No,No,United States,Working Capital,,Individual Delegated Authority,3669,Communications Equipment - NEC,Short Term,Silicon Valley Bancshares,Silicon Valley Bancshares,Movius Interactive Corporation,Johns Creek,GA,Georgia,Movius Interactive Corporation,Movius Interactive Corporation,Yes,7200000,7200000,0,0,7200000,0,0,,
2012,08081100XD0006,AP081100XD,Approved,7/17/2012,7/17/2012,10/31/2012,No,No,United States,Working Capital,,Individual Delegated Authority,3669,Communications Equipment - NEC,Short Term,Silicon Valley Bancshares,Silicon Valley Bancshares,Movius Interactive Corporation,Johns Creek,GA,Georgia,Movius Interactive Corporation,Movius Interactive Corporation,Yes,7200000,7200000,0,0,7200000,0,0,,
2012,08081100XD0007,AP081100XD,Approved,9/17/2012,9/17/2012,11/14/2012,No,No,United States,Working Capital,,Individual Delegated Authority,3669,Communications Equipment - NEC,Short Term,Silicon Valley Bancshares,Silicon Valley Bancshares,Movius Interactive Corporation,Johns Creek,GA,Georgia,Movius Interactive Corporation,Movius Interactive Corporation,Yes,0,0,0,0,0,0,0,,
2012,08081166XE0003,AP081166XE,Approved,11/22/2011,11/22/2011,8/19/2012,No,No,United States,Working Capital,,Individual Delegated Authority,3533,Oil and Gas Field Machinery and Equipment,Short Term,"Jpmorgan Chase Bank, National Association","Jpmorgan Chase Bank, National Association","Flare Industries, Llc",Austin,TX,Texas,"Flare Industries, Llc","Flare Industries, Llc",Yes,1800000,1800000,0,0,1800000,0,0,,
2012,08081166XE0004,AP081166XE,Approved,9/19/2012,9/19/2012,12/20/2013,No,No,United States,Working Capital,,Individual Delegated Authority,3533,Oil and Gas Field Machinery and Equipment,Short Term,"Jpmorgan Chase Bank, National Association","Jpmorgan Chase Bank, National Association","Flare Industries, Llc",Austin,TX,Texas,"Flare Industries, Llc","Flare Industries, Llc",Yes,9000000,9000000,0,0,9000000,0,0,,
2012,08081325XB0002,AP081325XB,Approved,12/1/2011,12/1/2011,11/18/2012,No,No,United States,Working Capital,,Individual Delegated Authority,3556,Food Products Machinery,Short Term,Wells Fargo Bank N.A.,"Wells Fargo Business Credit, Inc.","Bepex International, Llc",Minneapolis,MN,Minnesota,"Bepex International, Llc","Bepex International, Llc",Yes,5400000,5400000,0,0,5400000,0,0,,
2012,08081345XE0002,AP081345XE,Approved,2/28/2012,2/28/2012,1/21/2012,No,No,United States,Working Capital,,Individual Delegated Authority,5136,Men's and Boys' Clothing and Furnishings,Short Term,Gbc International Bank,Gbc International Bank,Tiedemann Globe Inc.,Phoenix,AZ,Arizona,Tiedemann Globe Inc.,Tiedemann Globe Inc.,Yes,495000,495000,0,0,0,0,0,,
2012,08081345XF0001,AP081345XF,Approved,5/22/2012,5/22/2012,6/2/2013,No,No,United States,Working Capital,,Individual Delegated Authority,5136,Men's and Boys' Clothing and Furnishings,Short Term,Gbc International Bank,Gbc International Bank,Tiedemann Globe Inc.,Phoenix,AZ,Arizona,Tiedemann Globe Inc.,Tiedemann Globe Inc.,Yes,855000,855000,0,0,855000,0,0,,
2012,08081373XC0001,AP081373XC,Approved,4/6/2012,4/6/2012,12/30/2012,No,No,United States,Working Capital,,Individual Delegated Authority,3399,Primary Metal Products - NEC,Short Term,"Pnc Bank, N.A.","Pnc Bank, N.A.","Pnc Bank, N.A.",Washington,DC,District of Columbia,"Pnc Bank, N.A.","Pnc Bank, N.A.",Yes,2250000,2250000,0,0,2250000,0,0,,
2012,08081417XC0001,AP081417XC,Approved,6/15/2012,6/15/2012,4/26/2013,No,No,United States,Working Capital,,Individual Delegated Authority,3087,Custom Compounding of Purchased Plastics Resins,Short Term,"Pnc Bank, N.a.","Pnc Bank, N.a.","Rutland Plastics, Inc.",Pineville,NC,North Carolina,"Rutland Plastics, Inc.","Rutland Plastics, Inc.",Yes,3150000,3150000,0,0,3150000,0,0,,
2012,08081584XE0003,AP081584XE,Approved,12/15/2011,12/15/2011,7/11/2012,No,No,United States,Working Capital,,Individual Delegated Authority,5141,Groceries - General Line,Short Term,M&T Bank Corporation,M&T Bank Corporation,Global Export Marketing Co. Ltd.,New York,NY,New York,Global Export Marketing Co. Ltd.,Global Export Marketing Co. Ltd.,Yes,3600000,3600000,0,0,3600000,0,0,,
2012,08081584XE0004,AP081584XE,Approved,7/12/2012,7/12/2012,8/1/2012,No,No,United States,Working Capital,,Individual Delegated Authority,5141,Groceries - General Line,Short Term,M&T Bank Corporation,M&T Bank Corporation,Global Export Marketing Co. Ltd.,New York,NY,New York,Global Export Marketing Co. Ltd.,Global Export Marketing Co. Ltd.,Yes,3600000,3600000,0,0,3600000,0,0,,
2012,08081584XF0001,AP081584XF,Approved,8/27/2012,8/27/2012,7/31/2013,No,No,United States,Working Capital,,Individual Delegated Authority,5141,Groceries - General Line,Short Term,M&T Bank,M&T Bank,Global Export Marketing Co. Ltd.,New York,NY,New York,Global Export Marketing Co. Ltd.,Global Export Marketing Co. Ltd.,Yes,4050000,4050000,0,0,4050000,0,0,,
2012,08081636XC0001,AP081636XC,Approved,8/3/2012,8/3/2012,6/30/2013,No,No,United States,Working Capital,,Individual Delegated Authority,3291,Abrasive Products,Short Term,Fifth Third Bancorp,"Fifth Third Bank, The",Vibration Mountings & Controls Inc,Bloomingdale,NJ,New Jersey,Vibration Mountings & Controls Inc,Vibration Mountings & Controls Inc,Yes,1800000,1800000,0,0,1800000,0,0,,
2012,08081763XX0001,AP081763XX,Approved,5/31/2012,8/14/2012,12/31/2012,No,No,Ethiopia,Guarantee,,Board,336411,Aircraft Manufacturing,Long Term,Ethiopian Airlines Enterprise,JPMORGAN CHASE BANK NA,"Boeing Company, The",Everett,WA,Washington,Ethiopian Airlines Enterprise,Ethiopian Airlines Enterprise,,401575435,364494490.2,0,0,0,0,0,,
2012,08081763XX0002,AP081763XX,Approved,5/31/2012,7/30/2013,11/30/2014,No,No,Ethiopia,Guarantee,,Board,336411,Aircraft Manufacturing,Long Term,Ethiopian Airlines Enterprise,JPMORGAN CHASE BANK NA,"Boeing Company, The",Everett,WA,Washington,Ethiopian Airlines Enterprise,Ethiopian Airlines Enterprise,,465955919,25184141.03,0,0,0,0,0,,
2012,08081763XX0003,AP081763XX,Approved,5/31/2012,7/30/2013,9/30/2014,No,No,Ethiopia,Guarantee,,Board,336411,Aircraft Manufacturing,Long Term,Ethiopian Airlines Enterprise,JPMORGAN CHASE BANK NA,"Boeing Company, The",Everett,WA,Washington,Ethiopian Airlines Enterprise,Ethiopian Airlines Enterprise,,144853160,551769048.4,0,40030422,0,0,0,,
2012,08081763XX0004,AP081763XX,Approved,5/31/2012,8/14/2012,12/31/2012,No,No,Ethiopia,Guarantee,,Board,336411,Aircraft Manufacturing,Long Term,Ethiopian Airlines Enterprise,JPMORGAN CHASE BANK NA,"Boeing Company, The",Everett,WA,Washington,Ethiopian Airlines Enterprise,Ethiopian Airlines Enterprise,,0,0,0,0,0,0,0,,
2012,08081782XD0001,AP081782XD,Approved,5/16/2012,5/16/2012,11/1/2013,No,No,United States,Working Capital,,Individual Delegated Authority,3629,Electrical Industrial Apparatus - NEC,Short Term,Bremer Bank,Bremer Bank,Fluidyne Engineering Corp,Minneapolis,MN,Minnesota,Fluidyne Engineering Corp,Fluidyne Engineering Corp,Yes,4495500,4495500,0,0,4495500,0,0,,
2012,08081819XF0001,AP081819XF,Approved,5/22/2012,5/22/2012,4/18/2013,No,No,United States,Working Capital,,Individual Delegated Authority,3559,Metalworking Machinery - NEC,Short Term,Gbc International Bank,Gbc International Bank,"Competitive Engineering, Inc.",Tucson,AZ,Arizona,"Competitive Engineering, Inc.","Competitive Engineering, Inc.",Yes,4500000,4500000,0,0,4500000,4500000,4500000,,
2012,08081854XD0003,AP081854XD,Approved,5/9/2012,5/9/2012,12/31/2012,No,No,United States,Working Capital,,Individual Delegated Authority,3291,Abrasive Products,Short Term,"Associated Bank, N.A.","Associated Bank, N.A.","Feeco International, Inc.",Green Bay,WI,Wisconsin,"Feeco International, Inc.","Feeco International, Inc.",Yes,300000,300000,0,0,300000,0,0,,
2012,08081897XE0001,AP081897XE,Approved,2/24/2012,2/24/2012,1/30/2013,No,No,United States,Working Capital,,Individual Delegated Authority,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Short Term,"Pnc Bank, National Association","Pnc Bank, National Association",International Steel Svcs Inc,Pittsburgh,PA,Pennsylvania,International Steel Svcs Inc,International Steel Svcs Inc,Yes,3600000,3600000,0,0,3600000,0,0,,
2012,08082009XD0001,AP082009XD,Approved,1/13/2012,1/13/2012,1/6/2013,No,No,United States,Working Capital,,Individual Delegated Authority,3053,Gaskets - Packing - and Sealing Devices,Short Term,M&T Bank,M&T Bank,Susquehanna Capital Acquisition Company,Lancaster,PA,Pennsylvania,Susquehanna Capital Acquisition Company,Susquehanna Capital Acquisition Company,Yes,4500000,4500000,0,0,4500000,0,0,,
2012,08082115XE0002,AP082115XE,Approved,2/21/2012,2/21/2012,11/11/2012,No,No,United States,Working Capital,,Individual Delegated Authority,8711,Engineering Services,Short Term,"Jpmorgan Chase Bank, National Association","Jpmorgan Chase Bank, National Association",Gtc Technology Lp,Houston,TX,Texas,Gtc Technology Lp,Gtc Technology Lp,Yes,1800000,1800000,0,0,1800000,0,1800000,,
2012,08082127XE0001,AP082127XE,Approved,3/10/2012,3/10/2012,8/31/2012,No,No,United States,Working Capital,,Individual Delegated Authority,541512,Computer Systems Design Services,Short Term,"Bridge Bank, N.A.","Bridge Bank, N.A.","E2open, Inc.",Foster City,CA,California,"E2open, Inc.","E2open, Inc.",Yes,9000000,9000000,0,0,0,0,0,,
2012,08082141XF0001,AP082141XF,Approved,2/3/2012,2/3/2012,12/21/2012,No,No,United States,Working Capital,,Individual Delegated Authority,424490,Other Grocery and Related Products Merchant Wholesalers,Short Term,Gbc International Bank,Gbc International Bank,"Clp Group, Llc",Upland,CA,California,"Clp Group, Llc","Clp Group, Llc",Yes,360000,360000,0,0,360000,0,360000,,
2012,08082310XC0002,AP082310XC,Approved,4/30/2012,4/30/2012,5/3/2013,No,No,United States,Working Capital,,Individual Delegated Authority,3845,Electromedical and Electrotherapeutic Apparatus,Short Term,Comerica Incorporated,Comerica Bank,"Mcri, Inc.",Austin,TX,Texas,"Mcri, Inc.","Mcri, Inc.",Yes,3150000,3150000,0,0,3150000,0,0,,
2012,08082315XF0002,AP082315XF,Approved,12/21/2011,12/21/2011,2/1/2012,No,No,United States,Working Capital,,Individual Delegated Authority,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,Short Term,Fifth Third Bancorp,Fifth Third Bancorp,Shape Dynamics International Inc,Muskegon,MI,Michigan,Shape Dynamics International Inc,Shape Dynamics International Inc,Yes,2250000,2250000,0,0,2250000,0,0,,
2012,08082315XG0001,AP082315XG,Approved,2/24/2012,2/24/2012,2/1/2013,No,No,United States,Working Capital,,Individual Delegated Authority,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,Short Term,Fifth Third Bancorp,Fifth Third Bancorp,Shape Dynamics International Inc,Muskegon,MI,Michigan,Shape Dynamics International Inc,Shape Dynamics International Inc,Yes,6750000,6750000,0,0,6750000,0,0,,
